DistType,Story,PerturbationID,Distance,AtBoundary,DistWordIndex,OriginalWordIndex,DistSurprisal,OriginalSurprisal,DeltaSurprisal,RepresentationDistance
CD,Story13,CD_Story13_s4_k73,8,0,81,81,1.6305726766586304,1.4381355047225952,0.19243717193603516,0.08619672060012817
CD,Story13,CD_Story13_s4_k73,9,0,82,82,1.6196224689483643,2.126516819000244,-0.5068943500518799,0.014883100986480713
CD,Story13,CD_Story13_s4_k73,10,0,83,83,6.589084625244141,6.5187811851501465,0.07030344009399414,0.08465772867202759
CD,Story14,CD_Story14_s2_k54,0,0,54,54,17.213302612304688,4.1038594245910645,13.109443187713623,0.041107118129730225
CD,Story14,CD_Story14_s2_k54,1,0,55,55,4.931251525878906,4.949775695800781,-0.018524169921875,0.050716519355773926
CD,Story14,CD_Story14_s2_k54,2,0,56,56,11.353278160095215,11.918429374694824,-0.5651512145996094,0.00910729169845581
CD,Story14,CD_Story14_s2_k54,3,1,57,57,2.976046562194824,2.461897373199463,0.5141491889953613,0.0021190643310546875
CD,Story14,CD_Story14_s4_k79,0,0,79,79,17.547588348388672,4.513981819152832,13.03360652923584,0.06498301029205322
CD,Story14,CD_Story14_s4_k79,1,0,80,80,6.471831321716309,5.890336036682129,0.5814952850341797,0.06527930498123169
CD,Story14,CD_Story14_s4_k79,2,0,81,81,4.086606502532959,0.8982127904891968,3.188393712043762,0.026732146739959717
CD,Story14,CD_Story14_s4_k79,3,1,82,82,2.545732259750366,1.8736894130706787,0.6720428466796875,0.008506357669830322
CD,Story15,CD_Story15_s1_k14,0,0,14,14,16.23548126220703,5.719855785369873,10.515625476837158,0.2697411775588989
CD,Story15,CD_Story15_s1_k14,1,0,15,15,4.090392112731934,5.17915678024292,-1.0887646675109863,0.018308043479919434
CD,Story15,CD_Story15_s1_k14,2,0,16,16,0.2097804695367813,0.19383446872234344,0.015946000814437866,0.01274096965789795
CD,Story15,CD_Story15_s1_k14,3,0,17,17,4.122763156890869,3.5556581020355225,0.5671050548553467,0.007769167423248291
CD,Story15,CD_Story15_s1_k14,4,1,18,18,2.9759440422058105,2.906442403793335,0.06950163841247559,0.01166081428527832
CD,Story15,CD_Story15_s2_k29,0,0,29,29,15.820942878723145,4.012161731719971,11.808781147003174,0.014169096946716309
CD,Story15,CD_Story15_s2_k29,1,0,30,30,0.17522768676280975,0.22657042741775513,-0.051342740654945374,0.016426146030426025
CD,Story15,CD_Story15_s2_k29,2,0,31,31,5.55308723449707,5.006291389465332,0.5467958450317383,0.015781879425048828
CD,Story15,CD_Story15_s2_k29,3,0,32,32,4.034213066101074,4.694746494293213,-0.6605334281921387,0.008150815963745117
CD,Story15,CD_Story15_s2_k29,4,0,33,33,0.581150472164154,0.34368428587913513,0.23746618628501892,0.004700183868408203
CD,Story15,CD_Story15_s2_k29,5,0,34,34,1.6920363903045654,2.3968803882598877,-0.7048439979553223,0.012058794498443604
CD,Story15,CD_Story15_s2_k29,6,0,35,35,0.3703916370868683,0.3442782461643219,0.026113390922546387,0.011770427227020264
CD,Story15,CD_Story15_s2_k29,7,1,36,36,2.1932194232940674,2.2711174488067627,-0.07789802551269531,0.03210872411727905
CD,Story16,CD_Story16_s2_k34,0,0,34,34,15.352157592773438,3.027714729309082,12.324442863464355,0.07170617580413818
CD,Story16,CD_Story16_s2_k34,1,0,35,35,0.7246770858764648,0.595646321773529,0.1290307641029358,0.04560154676437378
CD,Story16,CD_Story16_s2_k34,2,0,36,36,1.739335060119629,1.3257005214691162,0.4136345386505127,0.025503456592559814
CD,Story16,CD_Story16_s2_k34,3,0,37,37,7.322827339172363,7.066186904907227,0.2566404342651367,0.02526116371154785
CD,Story16,CD_Story16_s2_k34,4,1,38,38,6.625842094421387,4.410174369812012,2.215667724609375,0.023117661476135254
CD,Story16,CD_Story16_s4_k79,0,0,79,79,9.983245849609375,2.133969306945801,7.849276542663574,0.03769177198410034
CD,Story16,CD_Story16_s4_k79,1,0,80,80,7.670501708984375,6.089489936828613,1.5810117721557617,0.05691903829574585
CD,Story16,CD_Story16_s4_k79,2,0,81,81,2.221841335296631,1.438934564590454,0.7829067707061768,0.05280029773712158
CD,Story16,CD_Story16_s4_k79,3,0,82,82,6.670132637023926,5.677436351776123,0.9926962852478027,0.014666914939880371
CD,Story16,CD_Story16_s4_k79,4,0,83,83,0.2888004183769226,0.24580496549606323,0.042995452880859375,0.00601041316986084
CD,Story16,CD_Story16_s4_k79,5,0,84,84,8.666362762451172,8.708235740661621,-0.04187297821044922,0.005025386810302734
CD,Story16,CD_Story16_s4_k79,6,0,85,85,6.302325248718262,5.428628444671631,0.8736968040466309,0.005553007125854492
